tx_id,team_code,expense_category,amount,fiscal_quarter
301465,T115,Hardware,-3960.33,Q4
301466,T102,Consulting,35356.1,Q4
301467,T108,Personnel,19107.41,Q4
301468,T112,Hardware,22702.12,Q3
301469,T112,Personnel,9563.46,Q2
301470,T109,Software,28791.16,Q1
301471,T103,Hardware,596.41,Q2
301472,T108,Training,23670.77,Q4
301473,T113,Office,15016.74,Q4
301474,T106,Personnel,43167.58,Q1
301475,T111,Office,49535.28,Q3
301476,T104,Travel,10572.52,Q3
301477,T107,Consulting,17253.94,Q1
301478,T117,Personnel,35175.15,Q4
301479,T103,Software,2651.05,Q4
301480,T106,Personnel,46277.44,Q3
301481,T102,Consulting,11722.47,Q2
301482,T115,Training,28387.63,Q1
301483,T105,Office,35255.55,Q3
301484,T103,Office,41381.89,Q3
301485,T114,Hardware,33168.73,Q4
301486,T110,Personnel,-2999.92,Q2
301487,T103,Hardware,10912.23,Q2
301488,T118,Travel,8846.88,Q4
301489,T110,Training,46596.31,Q4
301490,T108,Hardware,40153.17,Q2
301491,T115,Office,48155.65,Q2
301492,T113,Consulting,17322.69,Q1
301493,T119,Consulting,40064.44,Q3
301494,T112,Hardware,43692.21,Q1
301495,T103,Personnel,32964.97,Q1
301496,T119,Training,26319.1,Q1
301497,T116,Personnel,38055.86,Q1
301498,T108,Travel,31952.71,Q3
301499,T113,Training,-3833.47,Q1
301500,T117,Training,16802.96,Q2
301501,T108,Travel,33755.46,Q4
301502,T110,Training,-234.4,Q4
301503,T112,Training,30271.25,Q1
301504,T101,Software,13025.65,Q4
301505,T106,Office,3553.33,Q1
301506,T119,Consulting,29132.85,Q1
301507,T106,Training,43209.14,Q2
301508,T110,Training,44813.99,Q1
301509,T115,Office,46576.3,Q4
301510,T101,Software,44019.55,Q1
301511,T115,Office,12123.9,Q1
301512,T112,Travel,11532.46,Q4
301513,T108,Travel,10661.79,Q2
301514,T103,Consulting,2707.52,Q3
301515,T110,Training,32080.04,Q4
301516,T102,Software,25233.05,Q2
301517,T119,Consulting,47731.23,Q2
301518,T101,Hardware,37625.9,Q4
301519,T114,Hardware,16984.08,Q3
301520,T113,Training,-3800.24,Q1
301521,T113,Software,17538.48,Q3
301522,T115,Personnel,10368.54,Q2
301523,T118,Consulting,35144.89,Q3
301524,T117,Consulting,10572.5,Q4
301525,T103,Travel,36706.42,Q3
301526,T108,Consulting,42692.52,Q3
301527,T105,Hardware,39913.09,Q1
301528,T103,Travel,2870.86,Q1
301529,T110,Consulting,39442.77,Q3
301530,T115,Training,-2421.65,Q2
301531,T109,Training,32400.42,Q3
301532,T106,Travel,10489.72,Q2
301533,T113,Training,30910.43,Q1
301534,T119,Office,24682.01,Q2
301535,T102,Hardware,30123.61,Q2
301536,T116,Personnel,44409.73,Q2
301537,T101,Training,42896.57,Q3
301538,T118,Travel,36622.89,Q2
301539,T105,Training,47869.31,Q1
301540,T108,Hardware,19181.74,Q4
301541,T104,Hardware,28759.95,Q3
301542,T108,Consulting,37491.32,Q1
301543,T110,Office,40083.4,Q4
301544,T104,Consulting,36278.56,Q2
301545,T115,Travel,37302.13,Q1
301546,T117,Hardware,18171.28,Q2
301547,T116,Training,32844.8,Q3
301548,T105,Personnel,-2081.22,Q1
301549,T103,Travel,44028.55,Q4
301550,T112,Training,48176.54,Q1
301551,T114,Consulting,36868.22,Q2
301552,T101,Travel,25203.55,Q1
301553,T104,Consulting,32108.38,Q1
301554,T110,Personnel,32245.52,Q4
301555,T119,Consulting,25616.95,Q4
301556,T114,Office,19061.67,Q3
301557,T116,Travel,-4083.95,Q1
301558,T118,Personnel,4416.23,Q2
301559,T109,Consulting,37950.07,Q4
301560,T102,Hardware,33352.41,Q3
301561,T116,Hardware,12743.46,Q1
301562,T119,Training,23739.98,Q1
301563,T109,Travel,32855.55,Q1
301564,T114,Consulting,26880.86,Q1
301565,T112,Hardware,9472.31,Q1
301566,T107,Office,28051.99,Q2
301567,T104,Consulting,34136.53,Q2
301568,T117,Office,5308.33,Q1
301569,T101,Software,35116.39,Q1
301570,T117,Hardware,35658.5,Q2
301571,T113,Travel,30578.94,Q4
301572,T109,Travel,41937.86,Q1
301573,T117,Consulting,40604.15,Q4
301574,T109,Travel,42142.82,Q2
301575,T113,Personnel,7231.6,Q1
301576,T111,Training,15348.1,Q1
301577,T108,Consulting,49030.78,Q3
301578,T112,Personnel,30946.52,Q2
301579,T103,Personnel,941.97,Q4
301580,T112,Hardware,15583.63,Q2
301581,T113,Travel,-550.42,Q1
301582,T102,Travel,45756.83,Q1
301583,T113,Consulting,37324.16,Q3
301584,T109,Travel,25403.24,Q2
301585,T118,Personnel,-645.27,Q1
301586,T107,Personnel,45776.15,Q2
301587,T102,Office,35643.52,Q3
301588,T119,Consulting,-2348.96,Q2
301589,T105,Personnel,34880.49,Q2
301590,T105,Hardware,32845.76,Q1
301591,T114,Travel,28169.86,Q2
301592,T119,Software,43837.46,Q3
301593,T104,Consulting,42645.82,Q2
301594,T116,Software,27688.95,Q4
301595,T103,Personnel,25317.54,Q1
301596,T103,Office,19718.59,Q4
301597,T115,Travel,10167.54,Q3
301598,T115,Software,48200.07,Q1
301599,T103,Personnel,7366.36,Q3
301600,T109,Consulting,18657.54,Q4
301601,T118,Software,6165.98,Q2
301602,T111,Software,3688.99,Q1
301603,T118,Consulting,48559.22,Q2
301604,T107,Training,16101.22,Q3
301605,T102,Personnel,13306.78,Q2
301606,T114,Training,12513.73,Q2
301607,T108,Office,44138.62,Q3
301608,T113,Training,14688.41,Q3
301609,T108,Hardware,36538.4,Q3
301610,T117,Travel,3301.3,Q3
301611,T119,Travel,42234.78,Q4
301612,T117,Office,5888.4,Q2
301613,T117,Training,31919.5,Q4
301614,T109,Office,17851.9,Q3
301615,T104,Software,6038.21,Q4
301616,T118,Hardware,37650.27,Q3
301617,T106,Hardware,15627.03,Q2
301618,T111,Travel,15009.87,Q3
301619,T103,Office,15070.09,Q2
301620,T111,Software,48022.51,Q1
301621,T114,Training,15415.16,Q3
301622,T117,Personnel,27269.8,Q4
301623,T116,Personnel,-766.07,Q4
301624,T115,Consulting,25473.17,Q4
301625,T102,Hardware,22945.89,Q3
301626,T105,Personnel,6046.62,Q2
301627,T107,Software,24504.6,Q1
301628,T101,Training,43614.44,Q2
301629,T104,Software,11233.39,Q2
301630,T106,Training,44841.89,Q1
301631,T103,Travel,41811.59,Q1
301632,T108,Travel,12408.68,Q1
301633,T102,Office,20035.91,Q3
301634,T114,Personnel,38999.59,Q3
301635,T114,Office,20434.4,Q4
301636,T107,Office,44507.31,Q3
301637,T104,Consulting,34912.28,Q2
301638,T111,Training,17231.77,Q3
301639,T113,Consulting,32156.55,Q1
301640,T118,Office,45205.48,Q2
301641,T102,Hardware,-2013.09,Q1
301642,T118,Hardware,8376.94,Q1
301643,T102,Consulting,6499.44,Q4
301644,T104,Hardware,38768.38,Q1
301645,T116,Travel,49292.77,Q3
301646,T113,Office,2253.74,Q4
301647,T107,Personnel,18660.73,Q4
301648,T106,Software,37201.84,Q3
301649,T114,Hardware,37692.48,Q2
301650,T112,Consulting,555.72,Q4
301651,T113,Office,8085.29,Q4
301652,T102,Training,48003.42,Q1
301653,T105,Consulting,48309.06,Q1
301654,T103,Personnel,38645.39,Q3
301655,T109,Consulting,-3114.26,Q3
301656,T104,Hardware,42526.33,Q1
301657,T112,Hardware,45036.76,Q3
301658,T102,Personnel,1797.44,Q1
301659,T118,Software,24340.87,Q4
301660,T101,Personnel,13619.77,Q1
301661,T108,Consulting,24406.49,Q1
301662,T114,Consulting,19541.8,Q3
301663,T119,Training,-1505.41,Q3
301664,T103,Personnel,41277.82,Q3
301665,T115,Personnel,27648.16,Q4
301666,T113,Consulting,21851.02,Q1
301667,T101,Software,14217.37,Q1
301668,T102,Personnel,27221.64,Q1
301669,T112,Training,9464.32,Q2
301670,T106,Software,41554.98,Q2
301671,T113,Personnel,10266.62,Q4
301672,T114,Hardware,44424.46,Q1
301673,T114,Personnel,-2161.55,Q3
301674,T114,Travel,22070.31,Q1
301675,T111,Training,-2250.52,Q2
301676,T108,Training,-1946.93,Q1
301677,T103,Consulting,18789.03,Q1
301678,T116,Personnel,28760.49,Q2
301679,T113,Software,5226.67,Q4
301680,T111,Hardware,48433.48,Q4
301681,T103,Travel,28555.69,Q2
301682,T115,Hardware,-687.44,Q4
301683,T116,Software,43689.23,Q1
301684,T106,Travel,-2438.21,Q3
301685,T104,Consulting,46689.89,Q1
301686,T104,Software,2266.0,Q1
301687,T118,Personnel,16695.41,Q1
301688,T104,Training,6537.45,Q2
301689,T119,Hardware,7515.96,Q3
301690,T116,Consulting,45226.31,Q2
301691,T110,Consulting,29088.98,Q1
301692,T111,Office,20273.82,Q1
301693,T103,Personnel,44481.43,Q3
301694,T105,Software,45566.7,Q1
301695,T114,Office,4887.14,Q4
301696,T117,Consulting,12179.07,Q3
301697,T104,Personnel,4863.09,Q2
301698,T117,Hardware,25867.5,Q1
301699,T108,Personnel,27667.54,Q1
301700,T104,Travel,5589.07,Q3
301701,T103,Consulting,35516.47,Q4
301702,T111,Office,28738.22,Q3
301703,T102,Consulting,39479.98,Q1
301704,T119,Software,44972.91,Q1
301705,T102,Personnel,32225.88,Q4
301706,T114,Personnel,6623.5,Q2
301707,T109,Personnel,8912.94,Q3
301708,T111,Training,44182.73,Q4
301709,T112,Travel,32081.09,Q4
301710,T111,Consulting,42021.81,Q1
301711,T119,Travel,32920.8,Q4
301712,T107,Office,46928.95,Q2
301713,T107,Hardware,7504.49,Q2
301714,T119,Software,26880.16,Q3
301715,T102,Travel,30959.98,Q2
301716,T102,Travel,2361.33,Q3
301717,T115,Training,20852.02,Q1
301718,T106,Software,33077.25,Q4
301719,T119,Consulting,-4341.4,Q4
301720,T103,Travel,16918.0,Q3
301721,T116,Personnel,28719.15,Q1
301722,T112,Consulting,19280.2,Q4
301723,T108,Office,3480.91,Q2
301724,T104,Training,27109.31,Q2
301725,T118,Software,26184.9,Q3
301726,T107,Software,22845.68,Q3
301727,T104,Office,24967.54,Q4
301728,T118,Consulting,1686.63,Q2
301729,T118,Travel,11505.82,Q2
301730,T109,Consulting,24061.76,Q3
301731,T113,Office,26924.76,Q4
301732,T114,Personnel,26291.3,Q3
301733,T119,Software,4407.88,Q3
301734,T114,Hardware,38457.67,Q2
301735,T103,Travel,41550.94,Q2
301736,T112,Hardware,25849.85,Q3
301737,T102,Office,21004.1,Q2
301738,T117,Hardware,34634.46,Q2
301739,T105,Hardware,9582.75,Q2
301740,T102,Consulting,42238.78,Q1
301741,T109,Personnel,2075.34,Q1
301742,T106,Software,38028.95,Q3
301743,T119,Hardware,30538.23,Q2
301744,T102,Office,15968.53,Q1
301745,T103,Travel,-1653.23,Q3
301746,T109,Consulting,37784.91,Q3
301747,T104,Training,13065.39,Q2
301748,T107,Personnel,9852.81,Q2
301749,T109,Hardware,28627.05,Q1
301750,T104,Travel,29334.53,Q3
301751,T104,Training,7944.17,Q4
301752,T102,Training,28747.12,Q3
301753,T102,Consulting,-3127.14,Q1
301754,T114,Office,49195.28,Q2
301755,T102,Training,39588.09,Q3
301756,T109,Training,2251.46,Q1
301757,T107,Personnel,21141.16,Q4
301758,T106,Travel,49781.29,Q4
301759,T111,Office,3444.36,Q4
301760,T115,Office,18791.17,Q1
301761,T105,Hardware,21915.92,Q4
301762,T109,Personnel,5809.8,Q3
301763,T116,Software,34574.32,Q3
301764,T113,Hardware,34548.54,Q2
301765,T106,Training,14679.08,Q3
301766,T104,Office,17644.04,Q2
301767,T104,Consulting,38472.1,Q4
301768,T102,Personnel,39798.08,Q3
301769,T101,Software,43237.51,Q3
301770,T112,Training,18510.63,Q4
301771,T114,Personnel,27187.71,Q2
301772,T118,Training,15713.9,Q2
301773,T102,Consulting,38339.47,Q3
301774,T111,Hardware,13736.64,Q4
301775,T102,Training,13214.33,Q4
301776,T103,Consulting,17187.25,Q3
301777,T116,Hardware,45773.73,Q2
301778,T112,Consulting,22760.3,Q1
301779,T101,Software,23804.48,Q1
301780,T109,Office,42963.09,Q4
301781,T102,Office,28525.62,Q4
301782,T102,Office,27063.25,Q1
301783,T108,Office,10309.36,Q1
301784,T101,Training,23826.03,Q4
301785,T102,Personnel,13238.55,Q1
301786,T114,Training,17146.52,Q4
301787,T102,Software,19777.64,Q1
301788,T116,Consulting,6023.42,Q2
301789,T108,Consulting,37322.63,Q4
301790,T106,Hardware,20899.27,Q4
301791,T106,Consulting,1968.36,Q1
301792,T110,Travel,43845.99,Q4
301793,T108,Training,46620.48,Q2
301794,T105,Software,27120.42,Q1
301795,T104,Office,22250.09,Q1
301796,T104,Hardware,6157.43,Q4
301797,T112,Training,48184.3,Q3
301798,T108,Training,15914.7,Q2
301799,T114,Training,18493.24,Q4
301800,T119,Personnel,47856.4,Q3
301801,T101,Hardware,32908.13,Q3
301802,T108,Personnel,-1031.93,Q3
301803,T113,Training,29131.27,Q1
301804,T103,Consulting,35573.61,Q2
301805,T114,Consulting,20202.26,Q4
301806,T111,Software,41429.33,Q3
301807,T116,Personnel,7994.95,Q1
301808,T117,Training,25523.89,Q2
301809,T119,Training,16630.17,Q1
301810,T111,Hardware,13504.31,Q2
301811,T114,Hardware,14679.11,Q4
301812,T118,Travel,13363.5,Q4
301813,T117,Training,28248.35,Q1
301814,T102,Office,-1181.19,Q1
301815,T117,Consulting,44742.02,Q2
301816,T114,Office,12909.31,Q3
301817,T109,Hardware,16150.68,Q3
301818,T111,Software,30174.09,Q3
301819,T106,Hardware,-2034.46,Q1
301820,T105,Training,5141.6,Q3
301821,T113,Office,24718.12,Q1
301822,T106,Travel,26561.37,Q4
301823,T113,Training,12050.4,Q4
301824,T101,Office,2353.19,Q4
301825,T112,Personnel,-3740.03,Q2
301826,T109,Software,28468.36,Q3
301827,T110,Travel,5217.13,Q3
301828,T101,Travel,33574.27,Q2
301829,T113,Office,3579.35,Q2
301830,T104,Hardware,40537.63,Q4
301831,T104,Office,28569.25,Q1
301832,T110,Personnel,39875.93,Q3
301833,T101,Software,42343.06,Q4
301834,T101,Consulting,32607.04,Q4
301835,T118,Software,26279.8,Q2
301836,T115,Travel,44324.0,Q3
301837,T106,Personnel,-4391.03,Q1
301838,T104,Travel,18869.76,Q4
301839,T108,Training,12701.67,Q2
301840,T108,Consulting,3394.31,Q3
301841,T115,Software,46506.52,Q3
301842,T119,Office,5938.42,Q4
301843,T113,Consulting,3619.38,Q3
301844,T101,Travel,47495.3,Q1
301845,T107,Consulting,31772.87,Q4
301846,T114,Training,22938.14,Q3
301847,T113,Travel,44413.03,Q3
301848,T102,Software,18317.89,Q2
301849,T115,Personnel,7328.83,Q2
301850,T115,Travel,40161.41,Q4
301851,T115,Training,-1832.77,Q2
301852,T118,Hardware,7048.03,Q2
301853,T107,Consulting,40184.59,Q2
301854,T116,Travel,46682.11,Q3
301855,T112,Personnel,10952.75,Q4
301856,T108,Office,24224.06,Q2
301857,T117,Software,44857.47,Q3
301858,T108,Software,4525.84,Q3
301859,T111,Training,36201.13,Q1
301860,T101,Software,15598.55,Q3
301861,T108,Hardware,36041.88,Q1
301862,T118,Training,5483.95,Q3
301863,T102,Software,18944.67,Q2
301864,T111,Office,2503.92,Q1
301865,T106,Travel,11915.04,Q1
301866,T101,Personnel,9509.78,Q2
301867,T112,Personnel,37213.64,Q2
301868,T111,Travel,19622.19,Q2
301869,T105,Office,46182.45,Q2
301870,T117,Hardware,28743.47,Q2
301871,T110,Office,23658.14,Q2
301872,T119,Consulting,45671.14,Q1
301873,T117,Hardware,21738.96,Q1
301874,T102,Consulting,35199.65,Q3
301875,T111,Personnel,13102.92,Q3
301876,T116,Hardware,49609.06,Q1
301877,T108,Training,19282.67,Q3
301878,T110,Office,44668.92,Q2
301879,T101,Personnel,-2764.2,Q3
301880,T105,Consulting,20230.81,Q2
301881,T112,Training,30980.92,Q3
301882,T103,Personnel,2083.92,Q2
301883,T113,Consulting,14604.23,Q3
301884,T102,Training,11701.35,Q2
301885,T112,Personnel,38922.7,Q2
301886,T114,Software,17079.53,Q4
301887,T115,Training,21662.98,Q4
301888,T103,Consulting,23946.29,Q3
301889,T118,Personnel,16944.31,Q1
301890,T103,Travel,799.07,Q4
301891,T118,Hardware,14856.74,Q1
301892,T113,Consulting,1827.0,Q1
301893,T116,Consulting,17750.49,Q1
301894,T117,Hardware,10790.33,Q3
301895,T106,Software,12987.19,Q3
301896,T107,Personnel,27426.84,Q4
301897,T112,Software,42230.15,Q1
301898,T107,Software,36302.27,Q4
301899,T108,Hardware,1199.56,Q4
301900,T103,Consulting,41162.9,Q3
301901,T119,Consulting,1556.67,Q4
301902,T117,Personnel,5459.5,Q3
301903,T101,Office,45687.04,Q4
301904,T115,Personnel,30191.35,Q2
301905,T106,Travel,3281.06,Q2
301906,T115,Consulting,27785.29,Q3
301907,T113,Hardware,20291.26,Q1
301908,T117,Software,36535.46,Q4
301909,T107,Training,34570.18,Q3
301910,T112,Training,15958.69,Q1
301911,T116,Office,6670.75,Q2
301912,T109,Software,31837.73,Q2
301913,T108,Hardware,28826.77,Q3
301914,T119,Hardware,22684.81,Q4
301915,T119,Travel,25821.64,Q3
301916,T117,Software,30007.34,Q2
301917,T113,Office,41301.4,Q2
301918,T115,Office,28852.4,Q4
301919,T105,Consulting,32110.31,Q1
301920,T111,Consulting,31250.96,Q4
301921,T110,Travel,3929.4,Q1
301922,T108,Consulting,28541.95,Q3
301923,T111,Personnel,25383.41,Q1
301924,T109,Office,13770.9,Q3
301925,T102,Hardware,26159.27,Q1
301926,T107,Personnel,20317.05,Q2
301927,T106,Travel,30348.79,Q3
301928,T116,Office,42141.36,Q2
301929,T117,Consulting,-1937.3,Q3
301930,T119,Software,15685.32,Q3
301931,T103,Software,33957.89,Q2
301932,T102,Office,32355.46,Q4
301933,T115,Software,4284.2,Q3
301934,T102,Hardware,45308.0,Q1
301935,T116,Software,-1045.29,Q4
301936,T102,Personnel,23290.68,Q4
301937,T108,Personnel,-4575.73,Q4
301938,T107,Travel,27651.14,Q1
301939,T116,Personnel,27492.52,Q1
301940,T112,Personnel,3937.58,Q1
301941,T110,Office,2581.86,Q3
301942,T105,Training,36615.57,Q3
301943,T102,Hardware,49199.09,Q2
301944,T119,Training,22102.5,Q4
301945,T115,Office,28982.91,Q1
301946,T104,Personnel,17282.3,Q4
301947,T112,Office,26714.7,Q3
301948,T108,Consulting,34352.51,Q1
301949,T101,Consulting,19880.34,Q2
301950,T112,Software,14954.62,Q1
301951,T104,Training,15050.03,Q2
301952,T117,Software,38732.54,Q3
301953,T107,Office,9415.01,Q3
301954,T119,Software,3104.4,Q1
301955,T113,Consulting,39741.12,Q2
301956,T118,Training,12717.15,Q2
301957,T107,Personnel,44750.89,Q2
301958,T114,Consulting,35610.92,Q4
301959,T117,Travel,21470.12,Q4
301960,T117,Personnel,38182.61,Q1
301961,T118,Training,24063.13,Q2
301962,T101,Software,4985.03,Q4
301963,T103,Software,47190.43,Q1
301964,T104,Hardware,21663.2,Q3
301965,T110,Personnel,11514.23,Q1
301966,T119,Consulting,5460.93,Q2
301967,T119,Hardware,35673.31,Q1
301968,T119,Personnel,20021.02,Q4
301969,T108,Travel,1016.68,Q4
301970,T115,Software,30640.36,Q1
301971,T103,Training,-2671.83,Q2
301972,T111,Travel,18613.68,Q2
301973,T114,Hardware,38206.29,Q4
301974,T110,Office,8284.76,Q1
301975,T114,Consulting,-1937.23,Q2
301976,T115,Training,-821.95,Q1
301977,T102,Consulting,47681.34,Q2
301978,T109,Office,23336.94,Q1
301979,T119,Training,19310.84,Q4
301980,T106,Consulting,43912.72,Q1
301981,T119,Consulting,46725.57,Q3
301982,T119,Office,41281.18,Q3
301983,T112,Personnel,17226.98,Q1
301984,T113,Consulting,42729.33,Q2
301985,T104,Hardware,16226.84,Q4
301986,T105,Training,18968.1,Q3
301987,T108,Software,45098.66,Q3
301988,T103,Software,23676.21,Q3
301989,T111,Personnel,26456.02,Q3
301990,T106,Software,2083.2,Q2
301991,T117,Travel,30643.63,Q4
301992,T110,Software,2325.01,Q1
301993,T107,Office,27576.56,Q1
301994,T118,Hardware,24329.3,Q1
301995,T116,Travel,818.83,Q1
301996,T117,Personnel,16389.63,Q2
301997,T102,Software,37978.75,Q2
301998,T114,Hardware,9786.54,Q1
301999,T114,Software,36945.75,Q4
302000,T112,Travel,43421.56,Q3
