ACCESSION_NUMBER	REPORTCALENDARORQUARTER	ISAMENDMENT	AMENDMENTNO	AMENDMENTTYPE	CONFDENIEDEXPIRED	DATEDENIEDEXPIRED	DATEREPORTED	REASONFORNONCONFIDENTIALITY	FILINGMANAGER_NAME	FILINGMANAGER_STREET1	FILINGMANAGER_STREET2	FILINGMANAGER_CITY	FILINGMANAGER_STATEORCOUNTRY	FILINGMANAGER_ZIPCODE	REPORTTYPE	FORM13FFILENUMBER	CRDNUMBER	SECFILENUMBER	PROVIDEINFOFORINSTRUCTION5	ADDITIONALINFORMATION
0002023168-25-000007	30-SEP-2025								Atlatl Advisers LLC	2921 LANDMARK PL SUITE 501		MADISON	WI	53713	13F HOLDINGS REPORT	028-24702	000284036	801-129418	N	
0001104659-25-106059	30-SEP-2025	N							Midwest Professional Planners, LTD.	2610 Stewart Ave	Suite 100	Wausau	WI	54401	13F HOLDINGS REPORT	028-18384	000112995	801-72649	N	
0001697300-25-000010	30-SEP-2025								Meridian Wealth Management, LLC	100 W. MAIN STREET, SUITE 450		LEXINGTON	KY	40507	13F HOLDINGS REPORT	028-17734	000151523	801-70676	N	
0001140361-25-040287	30-SEP-2025	N							OAKWORTH CAPITAL, INC.	850 SHADES CREEK PARKWAY		BIRMINGHAM	AL	35209	13F HOLDINGS REPORT	028-15704			N	
0002085853-25-000230	31-MAR-2025	N							Gibbs Wealth Management	3980 Old Milton Parkway		Alpharetta	GA	30005	13F HOLDINGS REPORT	028-25712			N	
0002085853-25-000229	31-DEC-2024	N							Gibbs Wealth Management	3980 Old Milton Parkway		Alpharetta	GA	30005	13F HOLDINGS REPORT	028-25712			N	
0001126328-25-000057	30-SEP-2025	N							PRINCIPAL FINANCIAL GROUP INC	711 HIGH STREET		DES MOINES	IA	50392	13F COMBINATION REPORT	028-10106			N	
0001811240-25-000006	30-SEP-2025								Souders Financial Advisors	5968 BRIDGETOWN ROAD		CINCINNATI	OH	45248	13F HOLDINGS REPORT	028-20245			N	
0001944755-25-000006	30-SEP-2025								Heritage Wealth Management, Inc.	9110 MONTGOMERY RD		CINCINNATI	OH	45242	13F HOLDINGS REPORT	028-24362	000312545	801-121624	N	
0001214659-25-015832	30-SEP-2025	N							Prostatis Group LLC	7580 BUCKINGHAM BLVD.	STE. 180	HANOVER	MD	21076	13F HOLDINGS REPORT	028-23163			N	
0001801467-25-000004	30-SEP-2025								AXS Investments LLC	181 WESTCHESTER AVE	SUITE 402	PORT CHESTER	NY	10573	13F HOLDINGS REPORT	028-21176			N	
0002054278-25-000005	30-SEP-2025								Chung Wu Investment Group, LLC	1415 LAKE POINTE PARKWAY		SUGAR LAND	TX	77478	13F HOLDINGS REPORT	028-24801			N	
0001114739-25-000006	30-SEP-2025								SENTINEL TRUST CO LBA	C/O SENTINEL TRUST CO	2001 KIRBY DR. #1210	HOUSTON	TX	77019	13F HOLDINGS REPORT	028-05787			N	
0000897069-25-001618	30-SEP-2025	N							Mediolanum International Funds Ltd	4TH FLOOR, THE EXCHANGE	GEORGE'S DOCK, I.F.S.C.	DUBLIN 1	L2	D01 P2V6	13F HOLDINGS REPORT	028-24094			N	
0001986152-25-000100	30-SEP-2025								Mutual Advisors, LLC	9140 W DODGE RD	SUITE 230	OMAHA	NE	68140	13F HOLDINGS REPORT	028-18374	000167658	801-78089	N	
0001986152-25-000099	30-SEP-2025								UPTICK PARTNERS, LLC	777 EAST AUSTIN ST.		NACOGDOCHES	TX	75965	13F HOLDINGS REPORT	028-23827	000324250	801-127235	N	
0001986152-25-000098	30-SEP-2025								RIK SAYLOR FINANCIAL, INC.	1241 NILLES ROAD		FAIRFIELD	OH	45014	13F HOLDINGS REPORT	028-24628	000165484	31-1618013	N	
0000933429-25-000028	30-SEP-2025								UMB Bank, n.a.	PO BOX 219716		Kansas City	MO	64121	13F HOLDINGS REPORT	028-03395			N	
0001172661-25-004566	30-SEP-2025	N							Frank, Rimerman Advisors LLC	1801 Page Mill road		Palo Alto	CA	94304	13F HOLDINGS REPORT	028-23252	000124147	801-62201	Y	The remainder of our 13F reportable holdings are reported through a sub-advisory relationship with Aperio Group.  Aperio is an indirect wholly-owned subsidiary of BlackRock, Inc..  Thus, Aperio's holdings are reported on BlackRock's quarterly 13F filings.
0001104659-25-106007	30-SEP-2025	N							Centric Wealth Management	333 W. WACKER DRIVE	6TH FLOOR	CHICAGO	IL	60606	13F HOLDINGS REPORT	028-19443	000133877	801-63837	N	
0001420506-25-002978	30-SEP-2025	N							Flaharty Asset Management, LLC	311 PARK PLACE BLVD	STE 150	CLEARWATER	FL	33759	13F HOLDINGS REPORT	028-17966			N	
0001104659-25-106002	30-SEP-2025	N							FORTEM FINANCIAL GROUP, LLC	44801 Village Court #201		Palm Desert	CA	92260	13F HOLDINGS REPORT	028-19346	000291662	801-112300	N	
0001104659-25-106000	30-SEP-2025	N							PAX Financial Group, LLC	270 N Loop 1604 E	Suite 200	San Antonio	TX	78232	13F HOLDINGS REPORT	028-20173	000284164	801-107918	N	
0001420506-25-002975	30-SEP-2025	N							Jacksonville Wealth Management, LLC	8075 GATE PARKWAY W	SUITE 101	JACKSONVILLE	FL	32216	13F HOLDINGS REPORT	028-24578	000309312	801-120427	N	
0001398344-25-020269	30-SEP-2025	N							Topsail Wealth Management, LLC	PO BOX 77105		CHARLOTTE	NC	28271	13F HOLDINGS REPORT	028-25200	000331098	801-130245	N	
0001487438-25-000005	30-SEP-2025								DONALDSON CAPITAL MANAGEMENT, LLC	20 NORTHWEST FIRST STREET	5TH FLOOR	EVANSVILLE	IN	47708	13F HOLDINGS REPORT	028-15535	000106131	801-48479	N	
0001172661-25-004564	30-SEP-2025	N							Martin Investment Management, LLC	2000 PGA BLVD	SUITE 4440	PALM BEACH GARDENS	FL	33408	13F HOLDINGS REPORT	028-14087	000105381	801-32896	N	
0001172661-25-004563	30-SEP-2025	N							Lee Financial Co	8350 N. Central Expressway	Suite 1800	Dallas	TX	75206	13F HOLDINGS REPORT	028-17878	000105910	801-10722	N	
0001062993-25-016436	30-SEP-2025	N							Independent Advisor Alliance	11215 N. COMMUNITY HOUSE ROAD	SUITE 775	CHARLOTTE	NC	28277	13F HOLDINGS REPORT	028-17950			N	
0002056691-25-000006	30-SEP-2025								Fourth Dimension Wealth, LLC	16600 SPRAGUE ROAD	SUITE 450	MIDDLEBURG HEIGHTS	OH	44130	13F HOLDINGS REPORT	028-25361	000306703	801-127881	N	
0001776082-25-000008	30-SEP-2025								TRANSCEND CAPITAL ADVISORS, LLC	7 GIRALDA FARMS	SUITE 300	MADISON	NJ	07940	13F HOLDINGS REPORT	028-20168	000299723	801-114435	N	
0000046392-25-000008	30-SEP-2025								HAZLETT, BURT & WATSON, INC.	1300 CHAPLINE STREET		WHEELING	WV	26003	13F HOLDINGS REPORT	028-22456	000000396		N	
0001193125-25-263690	30-SEP-2025	N							Thrivent Financial for Lutherans	901 Marquette Avenue	Suite 2500	Minneapolis	MN	55402-3211	13F HOLDINGS REPORT	028-00545	000115785	801-60701	N	
0002085853-25-000224	30-SEP-2025	N							Victrix Investment Advisors	823 Se Osceola St		Stuart	FL	34994	13F HOLDINGS REPORT	028-25228			N	
0002085853-25-000221	30-SEP-2025	N							Columbia Asset Management	924 North Main Street	Suite 1	Ann Arbor	MI	48104	13F HOLDINGS REPORT	028-15791	000124174	801-62115	N	
0002085853-25-000219	30-SEP-2025	N							Centerpoint Advisory Group	7450 W. 130th Street, Suite 410		Overland Park	KS	66213	13F HOLDINGS REPORT	028-24688			N	
0001951757-25-001268	30-SEP-2025								Tyche Wealth Partners LLC	5700 GRANITE PARKWAY	330	PLANO	TX	75024	13F HOLDINGS REPORT	028-23553			N	
0002085853-25-000218	30-SEP-2025	N							Everhart Financial Group, Inc.	5200 Rings Road		Dublin	OH	43017	13F HOLDINGS REPORT	028-21127	000107091	801-50786	N	
0001951757-25-001267	30-SEP-2025								Arcadia Wealth Management, Inc.	10 EDGEWOOD AVENUE		SMITHTOWN	NY	11787	13F HOLDINGS REPORT	028-25439			N	
0001214659-25-015817	30-SEP-2025	N							L.M. KOHN & COMPANY	10151 CARVER RD.	SUITE 100	CINCINNATI	OH	45242	13F HOLDINGS REPORT	028-22550			N	
0001089877-25-000084	30-SEP-2025								KEYBANK NATIONAL ASSOCIATION/OH	OH-01-49-0303	4900 TIEDEMAN ROAD	BROOKLYN	OH	44144	13F HOLDINGS REPORT	028-06343			N	
0001754960-25-000747	30-SEP-2025								Werba Rubin Papier Wealth Management	1732 N 1ST STREET	SUITE 220	SAN JOSE	CA	95112	13F HOLDINGS REPORT	028-23165			N	
0001989834-25-000007	30-SEP-2025								HOGE FINANCIAL SERVICES, LLC	400 SOUTHPOINTE BLVD.	PLAZA ONE, SUITE 420	CANONSBURG	PA	15317	13F HOLDINGS REPORT	028-23662	000148209	801-69665	N	
0001807283-25-000007	30-SEP-2025								High Note Wealth, LLC	18258 MINNETONKA BOULEVARD	SUITE 200	DEEPHAVEN	MN	55391-3359	13F HOLDINGS REPORT	028-20506	000305768	801-117495	N	
0001808163-25-000011	30-SEP-2025								Zeit Capital LLC	4950 S YOSEMITE ST.	STE F2, PMB #311	GREENWOOD VILLAGE	CO	80111	13F HOLDINGS REPORT	028-20518	000150149	801-121663	N	
0001700481-25-000005	30-SEP-2025	N							Bryn Mawr Trust Advisors, LLC	1818 Market Street	22nd Floor	PHILADELPHIA	PA	19103	13F COMBINATION REPORT	028-18001	000285359	801-108434	Y	On June 30, 2025, BMTA changed its legal name and business name from Bryn Mawr Capital Management, LLC to Bryn Mawr Trust Advisors, LLC. This name change is reflected throughout the entire document.
0001814234-25-000003	30-SEP-2025	N							Atlas Private Wealth Advisors	14 CLIFFWOOD AVENUE	SUITE 250	MATAWAN	NJ	07747	13F HOLDINGS REPORT	028-20328	000283744	801-107919	N	
0001754960-25-000748	30-SEP-2025								Privium Fund Management B.V.	GUSTAV MAHLERPLEIN 3		AMSTERDAM	P7	1082 MS	13F HOLDINGS REPORT	028-21695			N	
0002079687-25-000005	30-SEP-2025								WINNOW WEALTH LLC	200 W HWY 6	STE 330	WACO	TX	76712	13F HOLDINGS REPORT	028-25701			N	
0001974438-25-000005	30-SEP-2025	N							OneAscent Investment Solutions LLC	23 INVERNESS CENTER PARKWAY		BIRMINGHAM	AL	35242	13F HOLDINGS REPORT	028-25568			N	
0000105495-25-000002	30-SEP-2025	N							WELCH & FORBES LLC	45 SCHOOL STREET		Boston	MA	02108	13F HOLDINGS REPORT	028-00262	000115119	801-60532	N	
0001965078-25-000002	30-SEP-2025	N							Core Wealth Partners LLC	576 B STREET, SUITE 2G		SANTA ROSA	CA	95401	13F HOLDINGS REPORT	028-22951	000322365	801-126601	N	
0001484265-25-000003	30-SEP-2025	N							McKinley Carter Wealth Services, Inc.	2100 MARKET STREET		WHEELING	WV	26003	13F HOLDINGS REPORT	028-13853	000135184	801-64584	N	
0001733173-25-000002	30-SEP-2025	N							Howard Capital Management Inc.	1145 HEMBREE RD.		ROSWELL	GA	30076	13F HOLDINGS REPORT	028-18796	000118070	801-69763	N	
0001674117-25-000003	30-SEP-2025	N							Cornerstone Wealth Management, LLC	7417 MEXICO RD. #104		ST. PETERS	MO	63376	13F HOLDINGS REPORT	028-17458			N	
0001608046-25-000018	30-SEP-2025								National Pension Service	180,GIJI-RO,DEOKJIN-GU		JEONJU-SI, JEOLLABUK-DO	M5	54870	13F HOLDINGS REPORT	028-16287			N	
0001140361-25-040228	30-SEP-2025	N							AlphaQuest LLC	110 EAST 59TH STREET	36TH FLOOR	New York	NY	10022	13F HOLDINGS REPORT	028-23668			N	
0001580642-25-006952	30-SEP-2025	N							TOWNSQUARE CAPITAL LLC	TRAVERSE RIDGE CENTER II	3450 TRIUMPH BLVD	LEHI	UT	84043	13F COMBINATION REPORT	028-19141	000288576	801-110591	N	
0000897069-25-001611	30-SEP-2025	N							ARIZONA STATE RETIREMENT SYSTEM	3300 NORTH CENTRAL AVENUE	14TH FLOOR	PHOENIX	AZ	85012	13F HOLDINGS REPORT	028-15059			N	
0001962615-25-000006	30-SEP-2025								Trifecta Capital Advisors, LLC	400 SKOKIE BLVD, SUITE 455		NORTHBROOK	IL	60062	13F HOLDINGS REPORT	028-22731			N	
0002053348-25-000006	30-SEP-2025								IFC Advisors LLC	11601 WILSHIRE BLVD.	SUITE 1725	LOS ANGELES	CA	90025	13F HOLDINGS REPORT	028-25314	000332157	801-130735	N	
0001893143-25-000003	30-SEP-2025								Atlantic Private Wealth, LLC	308 WEST ROSEMARY STREET	SUITE 301	CHAPEL HILL	NC	27516	13F HOLDINGS REPORT	028-21457			N	
0001688666-25-000009	30-SEP-2025								Knights of Columbus Asset Advisors LLC	1 COLUMBUS PLAZA		NEW HAVEN	CT	06510	13F COMBINATION REPORT	028-17560	000174129	028-17560	N	
0001649339-25-000007	30-SEP-2025	N							Scion Asset Management, LLC	20665 4th Street	Suite 201	Saratoga	CA	95070	13F HOLDINGS REPORT	028-17276	000167772	801-113529	N	
0001034886-25-000013	30-SEP-2025								PITTENGER & ANDERSON INC	5533 SOUTH 27TH	SUITE 201	LINCOLN	NE	68512	13F HOLDINGS REPORT	028-06252			N	
0001398344-25-020214	30-SEP-2025	N							SYM FINANCIAL Corp	801 PARK AVE		WINONA LAKE	IN	46590	13F HOLDINGS REPORT	028-18543	000107517	801-23944	N	
0001426851-25-000010	30-SEP-2025								Argent Advisors, Inc.	1609 STUBBS AVENUE		MONROE	LA	71201	13F HOLDINGS REPORT	028-20066	112028112	801-60187	N	
0001984555-25-000006	30-SEP-2025								Impact Partnership Wealth, LLC	1688 WHITE CIRCLE NW		MARIETTA	GA	30066	13F COMBINATION REPORT	028-23300			N	
0001172661-25-004557	30-SEP-2025	N							Cypress Capital Group	251 Royal Palm Way	Suite 500	Palm Beach	FL	33480	13F HOLDINGS REPORT	028-11820	000121923	801-61733	N	
0001936603-25-000003	30-SEP-2025								Ritter Daniher Financial Advisory LLC / DE	7661 BEECHMONT AVENUE	SUITE 200	CINCINNATI	OH	45255	13F HOLDINGS REPORT	028-22602			N	
0001580830-25-000008	30-SEP-2025								Alpha Cubed Investments, LLC	1124 BRISTOL ST.		COSTA MESA	CA	92626	13F HOLDINGS REPORT	028-16098	000159347	801-77372	N	
0002045414-25-000003	30-SEP-2025								Pandora Wealth, Inc.	1 MID AMERICA PLAZA	FLOOR 3	OAKBROOK TERRACE	IL	60181	13F HOLDINGS REPORT	028-25559	000331816	801-130622	N	
0001697953-25-000008	30-SEP-2025								Summit Global Investments	620 S. MAIN STREET		BOUNTIFUL	UT	84010	13F HOLDINGS REPORT	028-17937	000157091		N	
0001398344-25-020204	30-SEP-2025	N							MTM Investment Management, LLC	812 EAST MAIN STREET		SPARTANBURG	SC	29302	13F HOLDINGS REPORT	028-20468	000297500	801-113650	N	
0001776033-25-000009	30-SEP-2025								Golden State Wealth Management, LLC	201 E. SANDPOINTE AVE	#460	SANTA ANA	CA	92707	13F HOLDINGS REPORT	028-19519			N	
0001743404-25-000008	30-SEP-2025	N							Foundations Investment Advisors, LLC	4050 E. COTTON CENTER BLVD.	SUITE 40	PHOENIX	AZ	85040	13F HOLDINGS REPORT	028-18893	000175083	801-100512	N	
0002060492-25-000004	30-SEP-2025								Cloud Capital Management, LLC	450 ALASKAN WAY S.	SUITE 200	SEATTLE	WA	98104	13F HOLDINGS REPORT	028-25518			N	
0001161722-25-000011	30-SEP-2025								HOLLENCREST CAPITAL MANAGEMENT	100 BAYVIEW CIRCLE, SUITE 500		NEWPORT BEACH	CA	92660	13F HOLDINGS REPORT	028-06753	000046217	801-55904	N	
0001172661-25-004551	30-SEP-2025	N							Strategic Advisors LLC	1776 Broadway	Suite 1900	New York	NY	10019	13F HOLDINGS REPORT	028-15246	000125882	801-64228	N	
0001799719-25-000007	30-SEP-2025								Paragon Advisors, LLC	215 ROCK PRAIRIE RD.		COLLEGE STATION	TX	77845	13F HOLDINGS REPORT	028-19654	000143721	801-67813	N	
0001731837-25-000008	30-SEP-2025								GPS Wealth Strategies Group, LLC	6484 SOUTH QUEBEC STREET		CENTENNIAL	CO	80111	13F HOLDINGS REPORT	028-20575			N	
0001798686-25-000007	30-SEP-2025								Kapitalo Investimentos Ltda	AVENIDA BRIGADEIRO FARIA LIMA, 3144	11TH FLOOR	SAO PAULO	D5	01451-000	13F HOLDINGS REPORT	028-24037			N	
0002009591-25-000003	30-SEP-2025								Tidemark, LLC	5405 MOREHOUSE DR.	SUITE 345	SAN DIEGO	CA	92121	13F HOLDINGS REPORT	028-23679	000327611	801-128758	N	
0001697723-25-000007	30-SEP-2025								AE Wealth Management LLC	2950 SW MCCLURE RD.	SUITE B	TOPEKA	KS	66614	13F COMBINATION REPORT	028-17779			N	
0001162044-25-001133	30-SEP-2025	N							Archer Investment Corp	11711 N. COLLEGE Avenue	# 200	Carmel	IN	46032	13F HOLDINGS REPORT	028-20171	000136403		N	
0001420506-25-002968	30-SEP-2025	N							Addison Capital Co	20 Ash Street	Suite 330	Conshohocken	PA	19428	13F HOLDINGS REPORT	028-15672	000144853	801-68352	N	
0002023325-25-000006	30-SEP-2025								LRI Investments, LLC	3825 PGA BOULEVARD	SUITE 303	PALM BEACH GARDENS	FL	33410	13F HOLDINGS REPORT	028-24148	000323556	801-127277	N	
0001997602-25-000006	30-SEP-2025								Financial Security Advisor, Inc.	477 VIKING DRIVE	SUITE 305	VIRGINIA BEACH	VA	23452	13F HOLDINGS REPORT	028-23426		028-23426	N	
0001883006-25-000003	30-SEP-2025								Private Wealth Asset Management, LLC	411 6TH AVENUE SE	STE. 360	CEDAR RAPIDS	IA	52401	13F HOLDINGS REPORT	028-25592			N	
0001883134-25-000008	30-SEP-2025								Activest Wealth Management	20900 NE 30TH AVENUE	SUITE 311	AVENTURA	FL	33180	13F HOLDINGS REPORT	028-21369	000156150	801-113430	N	
0001078013-25-000008	30-SEP-2025								GREAT LAKES ADVISORS, LLC	231 S. LASALLE STREET	4TH FLOOR	CHICAGO	IL	60604	13F HOLDINGS REPORT	028-05229	000110757	801-16937	N	
0001962755-25-000002	30-SEP-2025								FIDELIS CAPITAL PARTNERS, LLC	4221 W BOY SCOUT BLVD	STE 730	TAMPA	FL	33607-5765	13F HOLDINGS REPORT	028-22747			N	
0001172661-25-004544	30-JUN-2025	Y	1	RESTATEMENT	N				C2P Capital Advisory Group, LLC d.b.a. Prosperity Capital Advisors	30400 Detroit Road, Suite 201		Westlake	OH	44145	13F HOLDINGS REPORT	028-23072	000156480	801-72187	N	
0001398344-25-020169	30-SEP-2025	N							one8zero8, LLC	5 CORPORATE CENTER CT	SUITE 100	GREENSBORO	NC	27408	13F HOLDINGS REPORT	028-24852	000332702	801-131397	N	
0001802224-25-000012	30-SEP-2025								JSF Financial, LLC	6300 WILSHIRE BOULEVARD	SUITE 2100	LOS ANGELES	CA	90048	13F HOLDINGS REPORT	028-19902	000114025	801-71250	N	
0001725547-25-004216	30-SEP-2025	N							Coastal Bridge Advisors, LLC	54 WILTON ROAD, 1ST FLOOR		WESTPORT	CT	06880	13F HOLDINGS REPORT	028-17126	000152569	801-70943	N	
0001172661-25-004543	30-SEP-2025	N							Traynor Capital Management, Inc.	418 E King Street		Malvern	PA	19355	13F HOLDINGS REPORT	028-17267	000138881	801-78760	N	
0001594492-25-000007	30-SEP-2025								Field & Main Bank	140 N MAIN STREET	PO BOX 5	HENDERSON	KY	42419	13F HOLDINGS REPORT	028-15884			N	
0001694164-25-000013	30-SEP-2025								AustralianSuper Pty Ltd	LEVEL 30	130 LONSDALE STREET	MELBOURNE	C3	3000	13F HOLDINGS REPORT	028-18188			N	
0000905148-25-003736	30-SEP-2025	N							Mirae Asset Global Investments Co., Ltd.	TOWER 1, 33, JONG-RO JONGNO-GU		SEOUL	M5	03159	13F COMBINATION REPORT	028-15178			N	
0001998414-25-000002	30-SEP-2025								Annis Gardner Whiting Capital Advisors, LLC	511 W. BAY ST.	SUITE 310	TAMPA	FL	33606	13F HOLDINGS REPORT	028-23427			N	
0000810265-25-000025	30-SEP-2025								NEW YORK STATE COMMON RETIREMENT FUND	OFFICE OF THE STATE COMPTROLLER	14TH FLOOR, 110 STATE STREET	ALBANY	NY	12236	13F HOLDINGS REPORT	028-01892			N	
0002052595-25-000070	30-SEP-2025	N							TD Waterhouse Canada Inc.	66 WELLINGTON STREET WEST	15TH FLOOR, TD TOWER	TORONTO	A6	M5K 1A2	13F HOLDINGS REPORT	028-23436			N	
0001759578-25-000015	30-SEP-2025								Crumly & Associates Inc.	214 SOUTH GRAND AVE WEST		SPRINGFIELD	IL	62704	13F HOLDINGS REPORT	028-19832	000168998	801-81175	N	
0001390777-25-000160	30-SEP-2025								Bank of New York Mellon Corp	240 GREENWICH STREET		NEW YORK	NY	10286	13F COMBINATION REPORT	028-12592			N	
0001172661-25-004541	30-SEP-2025	N							Ballentine Partners, LLC	230 3rd Avenue	6th Floor	Waltham	MA	02451	13F HOLDINGS REPORT	028-12011	000152802	801-71062	N	
0001989672-25-000006	30-SEP-2025								RAM Investment Partners, LLC	10655 NE 4TH STREET	SUITE 500	BELLEVUE	WA	98004	13F COMBINATION REPORT	028-23354	000161077	801-73301	N	
0001172661-25-004538	30-SEP-2025	N							Rockline Wealth Management, LLC	2701 Sunrise Hwy		Islip Terrace	NY	11752	13F HOLDINGS REPORT	028-23503	000324004	801-127867	N	
0001722641-25-000007	30-SEP-2025								Valeo Financial Advisors, LLC	10 W CARMEL DRIVE, STE 400		CARMEL	IN	46032	13F HOLDINGS REPORT	028-18177	000127132	801-66402	N	
0001633896-25-000006	30-SEP-2025								Cypress Capital Management LLC (WY)	PO BOX J		SHERIDAN	WY	82801	13F HOLDINGS REPORT	028-16730			N	
0001214659-25-015751	30-SEP-2025	N							American Institute for Advanced Investment Management, LLP	7337 E Doubletree Ranch Rd. Ste 195		Scottsdale	AZ	85258	13F HOLDINGS REPORT	028-20209			N	
0001623632-25-001496	30-SEP-2025	N							FEDERATED HERMES, INC.	1001 LIBERTY AVENUE		PITTSBURGH	PA	15222	13F HOLDINGS REPORT	028-04375			Y	Federated Hermes, Inc.(Federated Hermes) is affiliated with the institutional investment managerslisted on the summary page of this Form 13F in the manner described below.By virtue of Rule 13F-1(b) under the Securities Exchange Act of 1934, Federated Hermes is deemed to share investmentdiscretion over all investments reported herein.This filing does not constitute an admission that suchinvestment discretion does in fact exist, but is made solely to comply with applicable law.Theinformation set forth below is numbered to correspond with the names of the other parties withrespect to which this schedule is filed as listed at the bottom of the cover page hereof: 1.FederatedInvestment Counseling (FIC) is an Investment Adviser to certain Federated Funds, FederatedInternational Funds, PLC, Federated Unit Trust, and certain private investment accounts.FIC is awholly-owned subsidiary of Federated Hermes.Federated Hermes exercises investment discretionover certain investments as reported by FIC.FIC exercises investment discretion over theinvestments identified with the number 1 under Item 7 in the attached tables.This filing is made onbehalf of FIC with respect to all investments over which it exercises investmentdiscretion.2.Federated Investment Management Company (FIM) is the Investment Adviser to certainFederated Funds.FIM is a wholly-owned subsidiary of Federated Hermes.Subject to guidelinesestablished by the Boards of Trustees or Directors of the aforementioned Funds, FIM exercisesinvestment discretion over the investments identified with the number 2 under Item 7 in the attachedtables.This filing is made on behalf of FIM with respect to all investments over which it exercisesinvestment discretion.8.Federated Advisory Services Company (FASC) is an Investment Adviser thatprovides investment advice and other services to related advisers.9.Federated Equity ManagementCompany of Pennsylvania (FEMCOPA) is the Investment Adviser to certain FederatedFunds.FEMCOPA is a wholly-owned subsidiary of Federated Hermes.Subject to guidelinesestablished by the Boards of Trustees or Directors of the aforementioned Funds, FEMCOPAexercises investment discretion over the investments identified with the number 9 under Item 7 in theattached tables.This filing is made on behalf of FEMCOPA with respect to all investments over whichit exercises investment discretion.21.Federated Global Investment Management Corp.(Global) is theInvestment Adviser to certain Federated Funds and certain private investment accounts.Global is awholly-owned subsidiary of Federated Hermes.Subject to guidelines established by the Board ofTrustees or Directors of the aforementioned Funds, Global exercises investment discretion over theinvestments identified with the number 21 under Item 7 in the attached tables.This filing is made onbehalf of Global with respect to all investments over which it exercises investmentdiscretion.22.Federated MDT Advisers (MDT) is the Investment Adviser to certain Federated Fundsand certain private investment accounts.MDT is a wholly-owned subsidiary of FederatedHermes.Subject to guidelines established by the Boards of Trustees or Directors of theaforementioned Funds, MDT exercises investment discretion over the investments identified with thenumber 22 under Item 7 in the attached tables.This filing is made on behalf of MDT with respect toall investments over which it exercises investment discretion.23.Hermes Investment ManagementLimited (HIML) is the Investment Adviser to certain registered and non-registered funds and privateinvestment accounts.HIML is a wholly-owned subsidiary of Federated Hermes Limited (formerlyHermes Fund Managers Limited), which Federated Hermes indirectly owns a 100% interest.HIMLexercises investment discretion over certain investments identified with number 23.This filing ismade on behalf of HIML with respect to some investments over which it exercises investmentdiscretion.
0001172661-25-004531	30-SEP-2025	N							HOWARD WEALTH MANAGEMENT, LLC	7 Madison Avenue		Madison	CT	06443	13F HOLDINGS REPORT	028-19748	000299052	801-114237	N	
0001214659-25-015748	30-SEP-2025	N							Stonehage Fleming Financial Services Holdings Ltd	2 The Forum, Grenville Street		St. Helier	Y9	JE1 4HH	13F HOLDINGS REPORT	028-19583			N	
0000092230-25-000158	30-SEP-2025								TRUIST FINANCIAL CORP	214 NORTH TRYON STREET		CHARLOTTE	NC	28202	13F HOLDINGS REPORT	028-03501			N	
0001951757-25-001265	30-SEP-2025								ADAMSBROWN WEALTH CONSULTANTS LLC	358 N MAIN STREET	SUITE 100	WICHITA	KS	67202	13F HOLDINGS REPORT	028-22279			N	
0001398344-25-020156	30-SEP-2025	N							EPG Wealth Management LLC	309 EAST PACES FERRY RD NE	STE 900	ATLANTA	GA	30305	13F HOLDINGS REPORT	028-20045	000302075	801-116719	N	
0001951757-25-001264	30-SEP-2025								NOVARE CAPITAL MANAGEMENT LLC	521 EAST MOREHEAD STREET	SUITE 510	CHARLOTTE	NC	28202	13F HOLDINGS REPORT	028-12095			N	
0001951757-25-001260	30-SEP-2025								Inman Jager Wealth Management, LLC	140 MAYFAIR ROAD	SUITE 1000	HATTIESBURG	MS	39402	13F HOLDINGS REPORT	028-24623			N	
0001951757-25-001259	30-SEP-2025								AGP FRANKLIN, LLC	3326 ASPEN GROVE DRIVE	SUITE 602	FRANKLIN	TN	37067	13F HOLDINGS REPORT	028-25085			N	
0001456228-25-000008	30-SEP-2025								DekaBank Deutsche Girozentrale	GROSSE GALLUSSTRASSE 16		FRANKFURT	2M	60315	13F HOLDINGS REPORT	028-13421			N	
0001376474-25-000888	30-SEP-2025								Core Alternative Capital	3930 EAST JONES BRIDGE ROAD, SUITE 380		PEACHTREE CORNERS	GA	30092	13F HOLDINGS REPORT	028-20295			N	
0001951757-25-001250	30-SEP-2025								Principle Wealth Partners LLC	670 BOSTON POSTROAD		MADISON	CT	06443	13F HOLDINGS REPORT	028-19590			N	
0002061010-25-000002	30-SEP-2025	N							AGH Wealth Advisors, LLC	301 N. Main Street	Suite 1700	Wichita	KS	67202	13F HOLDINGS REPORT	028-25480	000146796	801-69091	N	
0001951757-25-001247	30-SEP-2025								Stablepoint Partners, LLC	45 BRAINTREE HILL PARK	SUITE #402	BRAINTREE	MA	02184	13F HOLDINGS REPORT	028-23690			N	
0001890222-25-000008	30-SEP-2025								J. Safra Sarasin Holding AG	WALLSTRASSE 1		BASEL	V8	4002	13F COMBINATION REPORT	028-24245			N	
0001951757-25-001244	30-SEP-2025								Investment Advisory Group, LLC	51 MILL STREET	BUILDING D, SUITE 101	HANOVER	MA	02339	13F HOLDINGS REPORT	028-21817			N	
0001951757-25-001243	30-SEP-2025								One Wealth Advisors, LLC	766 VALENCIA STREET	2ND FLOOR	SAN FRANCISCO	CA	94110	13F HOLDINGS REPORT	028-18550			N	
