ACCESSION_NUMBER	REPORTCALENDARORQUARTER	ISAMENDMENT	AMENDMENTNO	AMENDMENTTYPE	CONFDENIEDEXPIRED	DATEDENIEDEXPIRED	DATEREPORTED	REASONFORNONCONFIDENTIALITY	FILINGMANAGER_NAME	FILINGMANAGER_STREET1	FILINGMANAGER_STREET2	FILINGMANAGER_CITY	FILINGMANAGER_STATEORCOUNTRY	FILINGMANAGER_ZIPCODE	REPORTTYPE	FORM13FFILENUMBER	CRDNUMBER	SECFILENUMBER	PROVIDEINFOFORINSTRUCTION5	ADDITIONALINFORMATION
0001594417-25-000007	30-SEP-2025								Beta Wealth Group, Inc.	11421 W BERNARDO COURT		SAN DIEGO	CA	92127	13F COMBINATION REPORT	028-15678	000165224		N	
0001420506-25-003045	30-SEP-2025	N							Marble Harbor Investment Counsel, LLC	101 FEDERAL STREET	SUITE 2920	BOSTON	MA	02110	13F HOLDINGS REPORT	028-12079	000138538	801-65234	N	
0002053669-25-000002	30-SEP-2025								DAHRING | CUSMANO LLC	26200 TOWN CENTER DR	SUITE 100	NOVI	MI	48375	13F HOLDINGS REPORT	028-24717	000301236	801-117222	N	
0001815183-25-000006	30-SEP-2025								Fortis Group Advisors, LLC	345 KINDERKAMACK ROAD	SUITE B	WESTWOOD	NJ	07675	13F HOLDINGS REPORT	028-20406	000290427	801-112236	N	
0001554961-25-000013	30-SEP-2025								Spectrum Strategic Capital Management, LLC	1745 NW KINGS BLVD		CORVALLIS	OR	97330-1905	13F HOLDINGS REPORT	028-23856	000138347	801-65858	N	
0002031642-25-000007	30-SEP-2025								Drucker Wealth 3.0, LLC	50 TICE BOULEVARD	SUITE 340	WOODCLIFF LAKE	NJ	07677	13F HOLDINGS REPORT	028-24323	000328909	801-129473	N	
0001729304-25-000003	30-SEP-2025								Holistic Financial Partners	9959 CROSSPOINT BLVD		INDIANAPOLIS	IN	46256	13F HOLDINGS REPORT	028-18305	000170913	801-79580	N	
0001625959-25-000007	30-SEP-2025								Arvest Bank Trust Division	800 N OSAGE		DEWEY	OK	74029	13F HOLDINGS REPORT	028-16340			N	
0001104659-25-108288	30-SEP-2025	N							PRING TURNER CAPITAL GROUP INC	3195 Danville BLVD STE 8		Alamo	CA	94507	13F HOLDINGS REPORT	028-15824			N	
0002095972-25-000001	30-SEP-2025								Kassira Wealth Management LLC	10207 THIMBLE FIELDS DR		KNOXVILLE	TN	37922	13F HOLDINGS REPORT	028-25826	000165070	801-132031	N	
0001619124-25-000017	30-SEP-2025								Cardano Risk Management B.V.	WEENA 690	(21ST FLOOR)	ROTTERDAM	P7	3012 CN	13F HOLDINGS REPORT	028-19140			N	
0001951757-25-001338	30-SEP-2025								Wealthcare Capital Partners, LLC	1065 ANDREW DRIVE		WEST CHESTER	PA	19380	13F HOLDINGS REPORT	028-24652			N	
0001635523-25-000005	30-SEP-2025								CLEAR INVESTMENT RESEARCH, LLC	284 SOUTH MAIN STREET	SUITE 900	ALPHARETTA	GA	30009	13F HOLDINGS REPORT	028-16875			N	
0001951757-25-001337	30-SEP-2025								Wealthcare Advisory Partners LLC	1065 ANDREW DRIVE		WEST CHESTER	PA	19380	13F HOLDINGS REPORT	028-17524			N	
0001362033-25-000016	30-SEP-2025								GSA CAPITAL PARTNERS LLP	STRATTON HOUSE	5 STRATTON STREET	LONDON	X0	W1J 8LA	13F HOLDINGS REPORT	028-11902			N	
0001951757-25-001336	30-SEP-2025								WEALTHCARE CAPITAL MANAGEMENT LLC	TWO JAMES CENTER	1021 EAST CARY STREET, SUITE 1120	RICHMOND	VA	23219	13F HOLDINGS REPORT	028-14447			N	
0001765380-25-000442	30-SEP-2025								Bedel Financial Consulting, Inc.	8940 RIVER CROSSING BOULEVARD	SUITE 120	INDIANAPOLIS	IN	46240	13F HOLDINGS REPORT	028-18265	000105653	801-34764	N	
0001777914-25-000007	30-SEP-2025								Astoria Strategic Wealth, Inc.	3915 W. DAVIS STREET	SUITE 130, #185	CONROE	TX	77304	13F HOLDINGS REPORT	028-19645			N	
0002034566-25-000008	30-SEP-2025								Brightwater Advisory LLC	4613 W. NORTH A ST.		TAMPA	FL	33609	13F HOLDINGS REPORT	028-24365			N	
0001104659-25-108271	30-SEP-2025	N							ROTHSCHILD INVESTMENT LLC	311 S. Wacker Drive	Suite 5900	Chicago	IL	60606-6618	13F HOLDINGS REPORT	028-24250	000000728	801-7295	N	
0001621225-25-000008	30-SEP-2025	Y	1	RESTATEMENT					Merit Financial Group, LLC	2400 LAKEVIEW PARKWAY	SUITE 550	ALPHARETTA	GA	30009	13F HOLDINGS REPORT	028-18446	000142457	801-67462	N	
0001951757-25-001335	30-SEP-2025								HILL ISLAND FINANCIAL LLC	38 COMMERCE AVENUE SW	SUITE 310	GRAND RAPIDS	MI	49503	13F HOLDINGS REPORT	028-22218			N	
0001104659-25-108267	30-SEP-2025	N							Southeast Asset Advisors, LLC	314 Gordon Avenue		Thomasville	GA	31792	13F COMBINATION REPORT	028-12363		28-12363	N	
0001941040-25-000598	30-SEP-2025	N							SUMMITRY LLC	919 E Hillsdale Blvd	Suite 150	Foster City	CA	94404	13F HOLDINGS REPORT	028-10724	000128586	801-62398	N	
0001951757-25-001334	30-SEP-2025								Pitti Group Wealth Management, LLC	590 FISHERS STATION DRIVE	SUITE 110	VICTOR	NY	14564	13F HOLDINGS REPORT	028-21703			N	
0001172661-25-004628	30-SEP-2025	N							Ballast, Inc.	400 East Vine Street	Suite 400	Lexington	KY	40507	13F HOLDINGS REPORT	028-18348	000152695	801-79651	N	
0001172661-25-004627	30-JUN-2025	Y	1	RESTATEMENT	N				Ballast, Inc.	400 East Vine Street	Suite 400	Lexington	KY	40507	13F HOLDINGS REPORT	028-18348	000152695	801-79651	N	
0001591505-25-000006	30-SEP-2025								Swan Global Investments, LLC	1099 MAIN AVE.	SUITE 206	DURANGO	CO	81301	13F HOLDINGS REPORT	028-16047	000114669	801-70881	N	
0001765876-25-000007	30-SEP-2025								MMBG INVESTMENT ADVISORS CO.	1221 BRICKELL AVENUE, SUITE 1030		MIAMI	FL	33131	13F HOLDINGS REPORT	028-21976	000285263	801-108467	N	
0001193125-25-271464	30-SEP-2025	N							M&G PLC	10 Fenchurch Avenue		London	X0	EC3M 5AG	13F COMBINATION REPORT	028-24119			N	
0000109380-25-000130	30-SEP-2025								ZIONS BANCORPORATION, NATIONAL ASSOCIATION /UT/	ONE SOUTH MAIN STREET	11TH FLOOR	SALT LAKE CITY	UT	84133	13F HOLDINGS REPORT	028-25558			N	
0001921487-25-000006	30-SEP-2025								Beacon Capital Management, LLC	751 COOL SPRINGS BLVD	STE 106	FRANKLIN	TN	37067	13F HOLDINGS REPORT	028-22525			N	
0000892712-25-000143	30-SEP-2025								HEARTLAND ADVISORS INC	790 N WATER STREET	SUITE 1200	MILWAUKEE	WI	53202	13F HOLDINGS REPORT	028-04131	000002943	801-19074	Y	Heartland Advisors, Inc. is a wholly-owned subsidiary of Heartland Holdings, Inc. and is therefore deemed to have shared-defined investment discretion for purposes of the reporting requirements under Section 13(f) of the Securities Exchange Act of 1934, as amended.
0001483065-25-000003	30-SEP-2025	N							Supplemental Annuity Collective Trust of NJ	50 WEST STATE STREET 9TH FLOOR	PO BOX 290	TRENTON	NJ	08625	13F HOLDINGS REPORT	028-13670			N	
0001483259-25-000003	30-SEP-2025	N							NJ State Employees Deferred Compensation Plan	50 WEST STATE STREET 9TH FLOOR	PO BOX 290	TRENTON	NJ	08625	13F HOLDINGS REPORT	028-13668			N	
0001482010-25-000003	30-SEP-2025	N							New Jersey Better Educational Savings Trust	50 WEST STATE STREET 9TH FLOOR	PO BOX 290	TRENTON	NJ	08625	13F HOLDINGS REPORT	028-13644			N	
0001963612-25-000002	30-SEP-2025								Cassaday & Co Wealth Management LLC	8180 GREENSBORO	SUITE 1180	MCLEAN	VA	22102	13F HOLDINGS REPORT	028-22838	000317672	801-122868	N	
0001958743-25-000008	30-SEP-2025								GUIDANCE CAPITAL, INC	2020 HIGH WICKHAM PLACE	SUITE 200	LOUSVILLE	KY	40245	13F HOLDINGS REPORT	028-23356			N	
0001765380-25-000441	30-SEP-2025								Accretive Wealth Partners, LLC	1 GATEHALL DRIVE		PARSIPPANY	NJ	07054	13F HOLDINGS REPORT	028-20705	000029954	801-117780	N	
0001317724-25-000011	30-SEP-2025								Mondrian Investment Partners LTD	SIXTY LONDON WALL	FLOOR 10	LONDON	X0	EC2M 5TQ	13F HOLDINGS REPORT	028-11450			N	
0001398344-25-020500	30-SEP-2025	N							Balentine LLC	3344 PEACHTREE ROAD	SUITE 2200	ATLANTA	GA	30326	13F COMBINATION REPORT	028-16905	000152511	801-70910	N	
0002056907-25-000006	30-SEP-2025								Putney Financial Group LLC	100 SMITH RANCH ROAD, SUITE 110	SUITE 110	SAN RAFAEL	CA	94903	13F HOLDINGS REPORT	028-25400			N	
0001534653-25-000011	30-SEP-2025								Skandinaviska Enskilda Banken AB (publ)	KUNGSTRADGARDSGATAN 8		STOCKHOLM	V7	106 40	13F HOLDINGS REPORT	028-17303			N	
0001193125-25-271413	30-SEP-2025	N							Glenview Trust Co	5900 U S HIGHWAY 42		LOUISVILLE	KY	40241	13F HOLDINGS REPORT	028-17688			N	
0001081198-25-000021	30-SEP-2025	N							OAKMONT Corp	515 S. Flower St.	Suite 4150	Los Angeles	CA	90071	13F HOLDINGS REPORT	028-04326	000112337	801-42175	N	
0001286478-25-000012	30-SEP-2025								UNITED BANK	2071 CHAIN BRIDGE RD, ST 300		VIENNA	VA	22182	13F HOLDINGS REPORT	028-10870			N	
0001999514-25-000007	30-SEP-2025								denkapparat Operations GmbH	LEIPZIGER STRASSE 51		BERLIN	2M	10117	13F HOLDINGS REPORT	028-24949			N	
0001081198-25-000019	30-SEP-2025	N							CYPRESS FUNDS LLC	515 S. Flower St.	Suite 4150	Los Angeles	CA	90071	13F HOLDINGS REPORT	028-04707	000107502	801-53527	N	
0001214659-25-016070	30-SEP-2025	N							SMART Wealth LLC	13815 Fnb Parkway	Suite 400	Omaha	NE	68154	13F COMBINATION REPORT	028-24523	000315496	801-122372	N	
0001841816-25-000005	30-SEP-2025								MRA Advisory Group	3799 US HIGHWAY 46, SUITE 100		PARSIPPANY	NJ	07054	13F HOLDINGS REPORT	028-20502			N	
0002012184-25-000007	30-SEP-2025								Oceanside Advisors LLC	235 MAGRATH DARBY BLVD	SUITE 150	MOUNT PLEASANT	SC	29464	13F HOLDINGS REPORT	028-23957	000170307	801-127503	N	
0001172661-25-004625	30-SEP-2025	N							Bell & Brown Wealth Advisors, LLC	1305 Park Avenue		Newport Beach	CA	92662	13F HOLDINGS REPORT	028-18402	000175419	801-96196	N	
0002080520-25-000021	30-SEP-2023	Y	1	RESTATEMENT					ABN AMRO INVESTMENT SOLUTIONS	119 - 121 BOULEVARD HAUSSMANN		PARIS CEDEX 008	I0	75410	13F HOLDINGS REPORT	028-25693			Y	This amendment is being filed to withdraws an erroneous filling: - Accession number: 0002080520-25-000019  - Filing date: November 3, 2025 This filing was mistakenly identified as having a reporting period ended September 30, 2023. The filling actually contained information for the period ended September 30, 2025. This amendment reflects the correct holdings information for the quarter ended September 30, 2023 The correct Form 13F-HR for the period ended September 30, 2025 was filed separately on November 7, 2025
0001398344-25-020496	30-SEP-2025	N							DENALI ADVISORS LLC	5075 SHOREHAM PLACE	SUITE 120	SAN DIEGO	CA	92122	13F COMBINATION REPORT	028-10130	000110242	801-60039	N	
0002056447-25-000007	30-SEP-2025								McMill Wealth Management	125 S 4TH ST		NORFOLK	NE	68701	13F HOLDINGS REPORT	028-25370	000129015		N	
0001527488-25-000009	30-SEP-2025								TOBAM	24/26 AVENUE DES CHAMPS ELYSEES		PARIS	I0	75008	13F HOLDINGS REPORT	028-14715			N	
0001512073-25-000006	30-SEP-2025								AFT, FORSYTH & COMPANY, INC.	777 S FLAGLER DR.	SUITE 805E	WEST PALM BEACH	FL	33401	13F HOLDINGS REPORT	028-14188	000137404	801-64754	N	
0001172661-25-004624	30-SEP-2025	N							Capital Planning Advisors, LLC	1420 Rocky Ridge Drive	Suite 140	Roseville	CA	95661	13F HOLDINGS REPORT	028-16407	000170266	801-79170	N	
0001172661-25-004623	30-SEP-2025	N							NEOS Investment Management LLC	13 Riverside Avenue		Westport	CT	06880	13F HOLDINGS REPORT	028-23457			N	
0001104659-25-108211	30-SEP-2025	N							Zweig-DiMenna Associates LLC	900 Third Ave	31st Fl	New York	NY	10022	13F HOLDINGS REPORT	028-14950		28-4790	N	
0001794153-25-000003	30-SEP-2025	N							SCHWARZ DYGOS WHEELER INVESTMENT ADVISORS LLC	50 SOUTH 6TH STREET, SUITE 1405		MINNEAPOLIS	MN	55402	13F HOLDINGS REPORT	028-19634	000147384	801-69248	N	
0001398344-25-020494	30-SEP-2025	N							Founders Financial Alliance, LLC	9212 FALLS OF NEUSE RD., SUITE 221		RALEIGH	NC	27615	13F HOLDINGS REPORT	028-20385	000173011	801-108700	N	
0000102909-25-000353	30-SEP-2025	N							VANGUARD GROUP INC	Po Box 2600	V26	Valley Forge	PA	19482-2600	13F COMBINATION REPORT	028-06408	000105958	801-11953	N	
0001420506-25-003042	30-SEP-2025	N							Texas Yale Capital Corp.	6475 1st Ave South		ST. PETERSBURG	FL	33707	13F HOLDINGS REPORT	028-11437			N	
0002072264-25-000004	30-SEP-2025	N							Providence Financial Advisors, LLC	6900 College Blvd., Suite 850		Overland Park	KS	66211	13F HOLDINGS REPORT	028-25825	000124839	801-127183	N	
0001629649-25-000010	30-SEP-2025	N							NORTHWESTERN MUTUAL INVESTMENT MANAGEMENT COMPANY, LLC	720 EAST WISCONSIN AVENUE		MILWAUKEE	WI	53202	13F HOLDINGS REPORT	028-16929	000307865	801-119948	N	
0001214659-25-016064	30-SEP-2025	N							Generation Capital Management LLC	1163 PITTSFORD-VICTOR RD.	SUITE 100	PITTSFORD	NY	14534	13F HOLDINGS REPORT	028-25036			N	
0002056447-25-000006	30-SEP-2025								McMill Wealth Management	125 S 4TH ST		NORFOLK	NE	68701	13F HOLDINGS REPORT	028-25370	000129015		N	
0001951757-25-001331	30-SEP-2025								EAGLE WEALTH STRATEGIES LLC	877 KINGS HIGHWAY	SUITE 400	WEST DEPTFORD	NJ	08096	13F HOLDINGS REPORT	028-23593			N	
0001951757-25-001330	30-SEP-2025								EAGLE ROCK INVESTMENT COMPANY, LLC	1201 PEACHTREE STREET NE	SUITE 200	ATLANTA	GA	30361	13F HOLDINGS REPORT	028-22276			N	
0001599950-25-000003	30-SEP-2025								Amica Retiree Medical Trust	100 AMICA WAY		LINCOLN	RI	02865	13F HOLDINGS REPORT	028-15823			N	
0001193125-25-271222	30-SEP-2025	N							FIFTH THIRD BANCORP	38 FOUNTAIN SQ PLZ	FIFTH THIRD CENTER	CINCINNATI	OH	45263	13F COMBINATION REPORT	028-03158			N	
0001800234-25-000004	30-SEP-2025	N							ATTICUS WEALTH MANAGEMENT, LLC	11380 Prosperity Farms Road	Suite 201	Palm Beach Gardens	FL	33410	13F HOLDINGS REPORT	028-19728	000296949	801-113424	N	
0001951757-25-001329	30-SEP-2025								Phillips Wealth Planners LLC	104 WEST LAMPKIN STREET		STARKVILLE	MS	39759	13F HOLDINGS REPORT	028-23047			N	
0000857508-25-000008	30-SEP-2025								AMICA MUTUAL INSURANCE CO	PO BOX 6008		PROVIDENCE	RI	02940-6008	13F HOLDINGS REPORT	028-02565			N	
0001898772-25-000011	30-SEP-2025	N							Crow's Nest Holdings LP	5820 PATTERSON AVENUE	SUITE 202	RICHMOND	VA	23226	13F HOLDINGS REPORT	028-21961	000316652	801-122625	N	
0001019754-25-000006	30-SEP-2025								Smithfield Trust Co	20 STANWIX STREET	SUITE 620	PITTSBURGH	PA	15222	13F HOLDINGS REPORT	028-15065			N	
0001951757-25-001328	30-SEP-2025								WealthBridge Capital Management, LLC	550 POLARIS PARKWAY	SUITE 560	WESTERVILLE	OH	43082	13F HOLDINGS REPORT	028-19275			N	
0001274419-25-000023	30-SEP-2025								CREDIT INDUSTRIEL ET COMMERCIAL	6 AVE. DE PROVENCE		PARIS FRANCE	I0	75009	13F COMBINATION REPORT	028-25196			N	
0000905729-25-000181	30-SEP-2025	N							BROOKTREE CAPITAL MANAGEMENT	4080 Camelot Ridge Dr.		Grand Rapids	MI	49546	13F HOLDINGS REPORT	028-20186	000114173	801-118307	N	
0001843745-25-000007	30-SEP-2025								Addison Advisors LLC	PO BOX 30		MIDDLEBURY	VT	05753	13F HOLDINGS REPORT	028-20522			N	
0001951757-25-001327	30-SEP-2025								HTG Investment Advisors, Inc.	50 LOCUST AVENUE		NEW CANAAN	CT	06840	13F HOLDINGS REPORT	028-22921			N	
0001965796-25-000006	30-SEP-2025								Main Street Group, LTD	4510 COX ROAD	SUITE 102	GLEN ALLEN	VA	23060	13F HOLDINGS REPORT	028-23961	000175502	801-113192	N	
0001172661-25-004622	30-SEP-2025	N							CALTON & ASSOCIATES, INC.	2701 N Rocky Point Drive	Suite 1000	Tampa	FL	33607	13F HOLDINGS REPORT	028-18259	000020999	801-70036	N	
0001951757-25-001326	30-SEP-2025								CONSCIOUS WEALTH INVESTMENTS, LLC	1700 NORTHSIDE DRIVE	SUITE A7 #5763	ATLANTA	GA	30318	13F HOLDINGS REPORT	028-23852			N	
0001911876-25-000055	30-SEP-2025	N							BSN CAPITAL PARTNERS Ltd						13F HOLDINGS REPORT	028-22275			N	
0001765380-25-000440	30-SEP-2025								Hardy Reed LLC	101 SOUTH FRONT STREET		TUPELO	MS	38804	13F HOLDINGS REPORT	028-19012	000141024	801-66976	N	
0001951757-25-001325	30-SEP-2025								GOLDEN ROAD ADVISORS LLC	615 W. DE LEON ST		TAMPA	FL	33606	13F HOLDINGS REPORT	028-24016			N	
0000019617-25-001081	30-SEP-2025								JPMORGAN CHASE & CO	383 MADISON AVENUE		NEW YORK	NY	10017	13F HOLDINGS REPORT	028-00694			N	
0001483066-25-000003	30-SEP-2025	N							State of New Jersey Common Pension Fund D	50 WEST STATE STREET 9TH FLOOR	PO BOX 290	TRENTON	NJ	08625	13F HOLDINGS REPORT	028-13667			N	
0001951757-25-001324	30-SEP-2025								PURSUE WEALTH PARTNERS LLC	6024 MAIN STREET		CLAYTON	CA	94517	13F HOLDINGS REPORT	028-22203			N	
0001951757-25-001323	30-SEP-2025								Kapstone Financial Advisors LLC	212 N. BROADWAY ST.		LEBANON	OH	45036	13F HOLDINGS REPORT	028-23110			N	
0001951757-25-001322	30-SEP-2025								ForthRight Wealth Management, LLC	5755 NORTH POINT PKWY	SUITE 47	ALPHARETTA	GA	30022	13F HOLDINGS REPORT	028-20494			N	
0001951757-25-001321	30-SEP-2025								Presidio Capital Management, LLC	12626 HIGH BLUFF DRIVE, SUITE 440		SAN DIEGO	CA	92130	13F HOLDINGS REPORT	028-22560			N	
0001654111-25-000007	30-SEP-2025								Pelham Capital Ltd.	3RD FLOOR	25 BURY STREET	LONDON	X0	SW1Y 6AL	13F HOLDINGS REPORT	028-17199			N	
0001951757-25-001320	30-SEP-2025								Riverstone Advisors, LLC	480 W. MILL STREET		NEW BRAUNFELS	TX	78130	13F HOLDINGS REPORT	028-19405			N	
0001951757-25-001319	30-SEP-2025								Tower Wealth Partners, Inc.	1000 MARKET SREET		LEWISBURG	PA	17837	13F HOLDINGS REPORT	028-21131			N	
0001951757-25-001316	30-SEP-2025								Uniting Wealth Partners, LLC	5201 JOHNSON DRIVE	SUITE 221	MISSION	KS	66205	13F HOLDINGS REPORT	028-24997			N	
0001512022-25-000011	30-SEP-2025								Herald Investment Management Ltd	10-11 CHARTERHOUSE SQUARE		LONDON	X0	EC1M 6EE	13F HOLDINGS REPORT	028-14180			N	
0001951757-25-001314	30-SEP-2025								Financial Advisors, LLC	26 ESSEX STREET		ANDOVER	MA	01810	13F HOLDINGS REPORT	028-19216			N	
0001951757-25-001312	30-SEP-2025								Snider Financial Group	12505 BEL-RED ROAD	SUITE 200	BELLEVUE	WA	98005	13F HOLDINGS REPORT	028-21364			N	
0001482688-25-000011	30-SEP-2025	N							Sageworth Trust Co	1861 SANTA BARBARA DRIVE		LANCASTER	PA	17601	13F COMBINATION REPORT	028-13708			N	
0001951757-25-001310	30-SEP-2025								Perfromance Wealth Partners, LLC	36 E. HINSDALE AVE.		HINSDALE	IL	60521	13F HOLDINGS REPORT	028-21577			N	
0001951757-25-001309	30-SEP-2025								WINCAP FINANCIAL LLC	55 UNION STREET		BOSTON	MA	02108	13F HOLDINGS REPORT	028-25540			N	
0001951757-25-001308	30-SEP-2025								Prospect Financial Services LLC	445 BROAD HOLLOW ROAD	STE CL-43	MELVILLE	NY	11747	13F HOLDINGS REPORT	028-23977			N	
0001951757-25-001307	30-SEP-2025								Pallas Capital Advisors LLC	45 BRAINTREE HILL OFFICE PARK	SUITE 201	BRAINTREE	MA	02184	13F HOLDINGS REPORT	028-21223			N	
0001951757-25-001306	30-SEP-2025								PETRA FINANCIAL ADVISORS INC	2 N. NEVADA AVE	SUITE 1300	COLORADO SRPINGS	CO	80903	13F HOLDINGS REPORT	028-23175			N	
0001172661-25-004621	30-SEP-2025	N							Arnhold LLC	1370 Avenue Of The Americas	31st Floor	New York	NY	10019-4602	13F COMBINATION REPORT	028-18751	000290117	801-112065	N	
0002054966-25-000005	30-SEP-2025								Rialto Wealth Management, LLC	126 N SALINA ST		SYRACUSE	NY	13214	13F HOLDINGS REPORT	028-24807	000319411	801-123598	N	
0001193125-25-270956	30-SEP-2025								PNC Financial Services Group, Inc.	The Tower at PNC Plaza	300 Fifth Avenue	Pittsburgh	PA	15222-2401	13F HOLDINGS REPORT	028-01235		001-09718	N	
0001211028-25-000008	30-SEP-2025								SHELL ASSET MANAGEMENT CO	P O BOX 575		THE HAGUE	P7	2501 CN	13F HOLDINGS REPORT	028-10314			N	
0002080520-25-000020	30-SEP-2025								ABN AMRO INVESTMENT SOLUTIONS	119 - 121 BOULEVARD HAUSSMANN		PARIS CEDEX 008	I0	75410	13F HOLDINGS REPORT	028-25693			Y	ABN AMRO Investment Solutions (AAIS) is a subsidiary of ABN AMRO Bank N.V.  For purposes of the reporting requirements under Section 13(f) of the Securities Exchange Act of 1934 (the Act), and the rules promulgated thereunder, ABN AMRO Bank N.V.s ownership interest in AAIS gives rise to a Form 13F obligation for ABN AMRO Bank N.V. with respect to Section 13(f) securities positions over which AAIS exercises investment discretion.  That information required by Form 13F is reported herein on behalf of ABN AMRO Bank N.V. by AAIS notwithstanding that ABN AMRO Bank N.V. itself does not exercise, and therefore disclaims, investment discretion with respect to Section 13(f) securities positions over which AAIS exercises such discretion (except for in the case of certain contractual arrangements where AAIS has engaged ABN AMRO Bank N.V. to manage certain portfolios on its behalf).
0001910387-25-000003	30-SEP-2025								Unconventional Investor, LLC	P.O. BOX 1119		PORTSMOUTH	NH	03802	13F HOLDINGS REPORT	028-21882	000317333	801-123588	N	
0002053653-25-000002	30-SEP-2025	N							BENNINGFIELD FINANCIAL ADVISORS, LLC	3701 SACRAMENTO STREET	#392	SAN FRANCISCO	CA	94118	13F HOLDINGS REPORT	028-24731	000134950	801-79441	N	
0001731671-25-000002	30-SEP-2025	N							Altman Advisors, Inc.	1233 S WACKER DR., SUITE 9750		CHICAGO	IL	60606	13F HOLDINGS REPORT	028-18637	000281778	801-108135	N	
0001398344-25-020486	30-SEP-2025	N							BERKSHIRE ASSET MANAGEMENT LLC/PA	46 PUBLIC SQUARE		WILKES BARRE	PA	18701	13F HOLDINGS REPORT	028-05034	000145463	801-68485	N	
0001696628-25-000002	30-SEP-2025	N							Shepherd Financial Partners LLC	1004 MAIN STREET		WINCHESTER	MA	01890	13F HOLDINGS REPORT	028-17938	000169093	801-106533	N	
0001697110-25-000003	30-SEP-2025	N							GenTrust, LLC	1450 BRICKELL AVENUE	SUITE 3050	MIAMI	FL	33131	13F HOLDINGS REPORT	028-17692	000158369	801-72707	N	
0001917686-25-000007	30-SEP-2025								Mason & Associates Inc	7474 N FIGUEROA STREET		LOS ANGELES	CA	90041	13F HOLDINGS REPORT	028-22387	000141303	801-67068	N	
0001661144-25-000004	30-SEP-2025	N							St. Louis Trust Co	7701 FORSYTH BLVD.	SUITE 1100	SAINT LOUIS	MO	63105	13F HOLDINGS REPORT	028-17178			N	
0000769954-25-000002	30-SEP-2025	N							ACCOUNT MANAGEMENT LLC	24 MEETING PLACE CIRCLE		BOXFORD	MA	01921	13F HOLDINGS REPORT	028-01363	000110303	801-3548	N	
0001621915-25-000005	30-SEP-2025	N							CIDEL ASSET MANAGEMENT INC	60 BLOOR ST. W, 9TH FLOOR		TORONTO	A6	M4W 3B8	13F HOLDINGS REPORT	028-16679			N	
0001462245-25-000007	30-SEP-2025	N							HighTower Advisors, LLC	200 W. MADISON ST.	SUITE 2500	CHICAGO	IL	60606	13F HOLDINGS REPORT	028-13510	000145323	801-69625	N	
0001548577-25-000003	30-SEP-2025	N							New Harbor Financial Group, LLC	146 MAIN STREET	STE 302	WORCESTER	MA	01608	13F HOLDINGS REPORT	028-15047	000155528	801-72007	N	
0001169683-25-000006	30-SEP-2025	N							OAKLAND FINANCIAL CORP	34200 MOUND RD		STERLING HEIGHTS	MI	48310	13F COMBINATION REPORT	028-25735			N	
0002011587-25-000003	30-SEP-2025	N							NorthStar Asset Management LLC /NJ/	200 CONNELL DRIVE, SUITE 1000		BERKELEY HEIGHTS	NJ	07922	13F HOLDINGS REPORT	028-23703	000129112	801-121388	N	
0001172661-25-004616	30-SEP-2025	N							Coronation Fund Managers Ltd.	7th Floor MontClare Place	Cnr Campground & Main Roads, Claremont	Cape Town	T3	7708	13F HOLDINGS REPORT	028-17490			N	
0001845950-25-000003	30-SEP-2025	N							ADE, LLC	1500 SULGRAVE AVE		BALTIMORE	MD	21209	13F HOLDINGS REPORT	028-20941	000168345	801-106631	N	
0001050068-25-000002	30-SEP-2025	N							INVESTMENT PARTNERS, LTD.	419 W High Ave	Po Box 309	NEW PHILADELPHIA	OH	44663	13F HOLDINGS REPORT	028-16440			N	
0001004140-25-000008	30-SEP-2025								PENNSYLVANIA CAPITAL MANAGEMENT INC /ADV	1841 HUNTINGDON PIKE		HUNTINGDON VALLEY	PA	19006	13F HOLDINGS REPORT	028-19699	000107648	801-50732	N	
0001716774-25-000005	30-SEP-2025	N							Aberdeen Group plc	1 GEORGE STREET		EDINBURGH	X0	EH2 2LL	13F HOLDINGS REPORT	028-18172			N	
0002051715-25-000006	30-SEP-2025								SIERRA OCEAN, LLC	521 N WILMA AVENUE	SUITE C	RIPON	CA	95366	13F HOLDINGS REPORT	028-24695	000313829	801-121123	N	
0002050972-25-000016	30-SEP-2025								FLORIDA FINANCIAL ADVISORS, LLC	6550 W. HILLSBOROUGH AVE	STE 130	TAMPA	FL	33634	13F HOLDINGS REPORT	028-24537	000288811	801-127276	N	
0001486946-25-000008	30-SEP-2025								VISTA CAPITAL PARTNERS, INC.	9755 SW BARNES RD, STE 595		PORTLAND	OR	97225	13F HOLDINGS REPORT	028-14437	000114913	801-60536	N	
0001318011-25-000003	30-SEP-2025	N							Weil Company, Inc.	11236 EL CAMINO REAL	SUITE 200	SAN DIEGO	CA	92130	13F HOLDINGS REPORT	028-11295	000022090	801-42757	N	
0002047271-25-000005	30-SEP-2025								Murphy & Mullick Capital Management Corp	22 LAWRENCE AVE.	SUITE 307	SMITHTOWN	NY	11787	13F HOLDINGS REPORT	028-24922	000328629	801-130904	N	
0001830008-25-000003	30-SEP-2025	N							Capital CS Group, LLC	15375 BARRANCA PARKWAY	SUITE G-110	IRVINE	CA	68503	13F HOLDINGS REPORT	028-20452			N	
